4032139,1.20058
2055486,0.509774
5626651,1.47608
42065,0.00765094
6297788,1.66156
8871407,2.65312
3106899,0.801168
2410855,0.59817
558704,0.129056
9012730,2.47787
6099403,1.63177
7189925,1.94018
3759151,0.978011
8004274,2.20221
4125525,1.05936
7580493,2.08413
9045670,2.46129
2987773,0.768997
2956967,0.78016
1941281,0.477229
8114281,2.20089
4266506,1.09593
875524,0.2009
7067836,1.90875
1380084,0.364717
8178770,2.22224
1411049,0.34223
4234128,1.10746
7753911,2.11336
7899078,2.13344
5810276,1.55536
6453164,1.77155
2707461,0.709328
9644353,2.65573
1177165,0.289262
6227021,1.66211
3801500,0.97699
5282817,1.38053
6840652,1.84733
7406770,1.985
499171,0.111366
4079409,1.04843
4411743,1.18522
3267462,0.842359
6624122,1.79902
4766366,1.24911
9547276,2.62327
8250893,2.23737
4047897,1.03789
4948758,1.31252
2387562,0.598895
6651722,1.77865
2723540,0.702964
8971795,2.46803
2760013,0.699129
4964843,1.2933
6936320,1.87922
9554308,2.67241
5942592,1.56632
6907189,1.87964
9876788,2.73097
2608585,0.669719
8355956,2.30238
4429164,1.16027
6110699,1.66281
2802260,0.713421
1530409,0.376033
3383207,0.875101
8073934,2.18955
3347406,0.870008
6028012,1.59903
5476166,1.46239
1806478,0.448284
3627072,0.95652
5718352,1.52348
3841140,1.02392
5741439,1.51965
8354362,2.27569
8154513,2.20553
3699335,0.951555
1150938,0.27412
1441953,0.353366
4870811,1.29444
6116492,1.64078
8867038,2.44323
4381390,1.14846
6561477,1.76111
310525,0.0707676
9442168,2.57544
4277176,1.15519
2330872,0.593831
1032538,0.250651
1911355,0.471985
7160829,1.94928
4367411,1.16065
3558111,0.926403
8301739,2.23103
584017,0.131924
3401902,0.886784
3462337,0.892522
3472038,0.884756
611878,0.140751
4681472,1.21917
421682,0.0937957
8996054,2.48018
1059821,0.25277
9852891,2.70699
5912815,1.56781
6927649,1.88555
2258700,0.574619
3142222,0.810255
9188215,2.50151
2602072,0.655309
2084278,0.513203
2457180,0.620945
9059384,2.51434
66574,0.0128978
7270381,1.98732
9212542,2.54188
1567039,0.388352
6468083,1.72174
9539672,2.64329
8358053,2.2769
6050729,1.59841
5352453,1.42177
8058205,2.2069
5482368,1.4598
7818714,2.14272
6783529,1.83059
8632822,2.33137
2675395,0.703626
8278686,2.24488
6359966,1.71814
9233451,2.53494
8585711,2.35524
7151390,1.93862
5271824,1.4007
1260052,0.301435
9672903,2.64327
9051173,2.4577
4008246,1.03262
4901906,1.2893
6159388,1.63284
3353366,0.853889
8778410,2.41564
4224614,1.10234
5831032,1.56289
2362135,0.595715
5553325,1.4655
1406160,0.349982
8993583,2.47076
2781765,0.707459
5873993,1.58435
7365633,1.99405
2681853,0.690696
2538937,0.639041
8471152,2.30069
5487114,1.45517
2272872,0.584592
5998672,1.61788
7619829,2.12986
9503567,2.63458
8582266,2.35652
3344540,0.862128
9494017,2.64574
5498838,1.44838
4715294,1.24301
4563131,1.19424
3461053,0.885589
5171031,1.37726
9161246,2.50828
2406435,0.605567
3267076,0.858474
357348,0.0790833
8435987,2.29698
1866192,0.458838
2742073,0.710462
2285225,0.581897
8095683,2.20818
2798086,0.706172
1063490,0.25635
3284492,0.845824
5552783,1.50916
8480244,2.29997
291791,0.0623086
4929162,1.30994
2777730,0.715479
6012287,1.62356
6623079,1.77636
6460651,1.73951
7790931,2.17587
6267660,1.66605
7794912,2.1101
133875,0.0283116
6700193,1.80715
313307,0.0700086
917940,0.216409
6247108,1.67739
9077087,2.51388
879225,0.210293
4913156,1.30225
9333235,2.58541
9960888,2.83168
8652205,2.42117
2111640,0.53255
2982339,0.768442
1254156,0.31738
3740308,0.960576
9112716,2.51979
8399171,2.37945
7863519,2.14594
6554054,1.75672
3298212,0.864713
6400808,1.7532
681742,0.157526
4104356,1.08344
1527159,0.375966
2910156,0.760262
4098802,1.0723
8639995,2.3921
5084506,1.40388
9617259,2.72355
7905323,2.16826
6496550,1.72929
4570476,1.18646
5755548,1.51482
9652795,2.68803
782865,0.181688
6828632,1.84907
1094832,0.260966
74817,0.0151438
9929268,2.76752
1334726,0.332497
3124007,0.801211
3527436,0.909952
3672929,0.949724
8721613,2.40676
9406814,2.58445
569884,0.127824
7445141,2.01254
798827,0.184587
3306866,0.859798
4312979,1.14868
1184079,0.299645
5585910,1.46519
3405011,0.871388
8390562,2.28013
8352099,2.29169
459231,0.103451
274354,0.0591824
9735679,2.68592
7303174,1.97848
1590636,0.388607
596002,0.133978
1673589,0.415845
4261156,1.11841
5524692,1.47849
9533693,2.61003
4363674,1.1306
5532867,1.45354
3349917,0.85436
1964874,0.497968
3495960,0.9049
947110,0.222126
4097651,1.07198
6163856,1.63901
5050995,1.34074
4012773,1.03658
4448225,1.18164
3559146,0.921645
8575372,2.33305
8020496,2.19447
9022994,2.47549
4952832,1.30441
9986483,2.73184
4805941,1.24406
549778,0.124772
9944342,2.78838
6187679,1.6533
2245132,0.569495
4331314,1.11963
5530936,1.46818
8107948,2.20476
6034945,1.59587
3275867,0.859518
5813943,1.57719
7038228,1.87834
9630619,2.62802
8693259,2.35992
128556,0.0266063
2089543,0.514532
7230586,1.95991
9749243,2.74642
5482076,1.45587
6975702,1.86594
1752447,0.427081
6177830,1.64418
2924100,0.758246
7909525,2.14966
7527677,2.03877
7292540,1.94597
2924990,0.740527
9736997,2.65352
5950181,1.59365
3886414,1.0092
5652551,1.49458
4025059,1.03917
7375516,1.9926
2066851,0.508387
7462131,2.0199
7822430,2.14259
4832831,1.28353
7679028,2.11403
7223442,1.98716
8324693,2.28434
3171834,0.85908
7941132,2.20024
8055417,2.22583
6075870,1.65037
1652,0.000242622
8332576,2.33228
8729798,2.42578
1587398,0.399404
8838183,2.46267
5241246,1.40672
5967489,1.62672
5953942,1.63374
6236510,1.70577
8488893,2.33852
9286040,2.55762
9982186,2.73317
3931068,1.0137
9928823,2.78413
5484508,1.46894
6966701,1.87383
2596989,0.654831
8779541,2.38925
903935,0.21168
1893601,0.470351
479678,0.106402
1255078,0.300084
3078866,0.801274
6609015,1.79788
6544389,1.75054
700670,0.164022
473896,0.113014
5095994,1.36004
3544663,0.940424
18368,0.00300264
6980630,1.8867
9694692,2.67292
9438234,2.57037
3593564,0.917768
8598563,2.32067
5274294,1.3802
2133500,0.533781
2091431,0.517978
9367152,2.56726
6831161,1.84272
4625615,1.20031
700169,0.161556
1619117,0.390249
1876246,0.458275
9642733,2.60797
2732696,0.682406
2794397,0.698146
3742502,0.972767
7642096,2.04099
1465575,0.363132
5604649,1.47021
7350417,1.96054
442285,0.0983914
950528,0.21906
8302416,2.24865
9952214,2.74901
7514374,2.0834
1652408,0.417412
8724281,2.4066
6616204,1.80429
7116667,1.91574
4709966,1.23134
9775634,2.67615
880623,0.213621
9045022,2.49548
2574670,0.637641
1252054,0.29849
6294003,1.66636
956573,0.229588
4073788,1.08761
6992967,1.9007
1597642,0.386377
7786085,2.09557
1038792,0.255685
5772774,1.55546
4374556,1.14646
9499780,2.6267
1382573,0.347772
5345698,1.43507
704456,0.168944
8988243,2.51537
5502415,1.50345
7902969,2.17608
1205420,0.289377
4727314,1.33019
619850,0.173991
4720193,1.45014
527278,0.121346
7572550,2.10744
9031648,2.47193
5948435,1.58903
4539170,1.19513
5992084,1.61602
8730616,2.37231
7884891,2.11836
6755563,1.81938
1868479,0.456209
1067625,0.253432
28650,0.00513756
5338636,1.40464
5039789,1.34866
1746383,0.450182
4288365,1.14885
1130286,0.28603
1353880,0.337117
3667152,1.02949
1951986,0.528794
6533398,1.76803
6789754,1.80308
9579279,2.7151
1681854,0.422049
6745212,1.85596
7942918,2.16826
1398129,0.334105
1297928,0.309403
7676047,2.12868
6634977,1.76904
659627,0.152217
3226845,0.834888
7120713,1.92268
2909611,0.764209
8573523,2.39707
8442958,2.29983
8482414,2.29435
7669431,2.07892
1722252,0.422012
9148954,2.48076
5976629,1.57955
4663216,1.21837
9477848,2.5873
8081322,2.1878
8728293,2.41884
9758901,2.66946
4364456,1.12928
4611249,1.22278
9992829,2.77746
9631251,2.65375
5573419,1.47457
9308835,2.5604
8256232,2.26118
5060386,1.33004
8435621,2.30874
1283977,0.307472
5330933,1.39918
52462,0.0102424
9243160,2.51969
9977859,2.73722
3534925,0.908331
6707524,1.78709
6150973,1.62505
4467347,1.16127
8822728,2.39686
1913540,0.502416
9275715,2.53277
726285,0.172173
521248,0.121201
5728347,1.5225
8874422,2.40843
4626933,1.22055
9462733,2.62042
4899152,1.27476
4562799,1.17546
6621661,1.78003
2705372,0.681083
4283404,1.11199
9750655,2.65897
671753,0.152961
5995795,1.61082
5891740,1.56094
2931333,0.75271
80379,0.0150516
7762182,2.09214
8787870,2.40493
6052340,1.61037
475971,0.109564
9846321,2.70687
9298260,2.53277
9314282,2.56005
6697987,1.79903
2656267,0.669816
4264947,1.14719
2872488,0.753304
2748320,0.687278
2341975,0.591566
2340521,0.574482
6623084,1.75681
9956763,2.7466
1568219,0.39285
337851,0.0769803
7432128,2.01878
511084,0.114965
8305883,2.26849
568513,0.130861
9864912,2.68492
3153581,0.79258
5497756,1.43599
7569429,2.02152
1176375,0.293031
5715235,1.53709
6853607,1.82109
4267335,1.1164
2466731,0.611674
7889011,2.13661
5619425,1.46323
9025755,2.47307
792127,0.18897
1232814,0.309487
4072286,1.06238
5271805,1.382
3735806,0.959739
115997,0.0246987
2870951,0.719336
1605642,0.383346
6943792,1.86657
8636315,2.35636
3156672,0.798637
1863311,0.45895
1746572,0.427436
3475216,0.878703
3749827,0.96848
9137171,2.48729
9343186,2.54971
5619384,1.49184
7424824,1.99708
5707440,1.51121
6506528,1.73652
7249816,1.94351
9611751,2.60804
2306226,0.591876
82306,0.0182512
3857578,0.995973
9903030,2.78232
2847571,0.713232
4729672,1.25994
4841540,1.26934
2476660,0.618448
7703978,2.06513
6881914,1.87667
5243063,1.3786
8508953,2.3236
4314298,1.11376
9109473,2.55504
6862965,1.85217
7310687,1.99448
5074800,1.34943
8118201,2.26846
4810564,1.26235
8266640,2.24229
635700,0.150462
6157287,1.66835
2213861,0.550092
9562291,2.61469
9613008,2.66943
2920566,0.763589
3337639,0.856489
7836889,2.12847
5164875,1.39767
2856912,0.758202
7414859,2.05241
8688421,2.37055
414087,0.0921545
6590174,1.74635
4578590,1.2044
4357709,1.15044
6986548,1.89344
7955255,2.19597
5082320,1.35024
5416668,1.43464
8089594,2.25507
8765988,2.42072
2707924,0.697175
5007161,1.33631
8646952,2.37516
6332891,1.72099
6099054,1.62594
7943966,2.15691
4487836,1.17644
